,date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,z_score,is_anomaly,rolling_mean,rolling_std,dynamic_z
4188,2016-02-09 19:00:00,650,10,22.463333333333296,43.16666666666671,22.0,39.79,22.39,41.73,19.39,40.59,19.5,49.29,3.59,92.3,19.9933333333333,41.0611111111111,23.34,44.2561111111111,19.0,42.9666666666667,3.9,736.1,93.0,4.0,40.0,2.8,19.097830110695213,19.097830110695213,5.387033713558496,True,166.66666666666666,125.42884184348121,3.8534465138127496
4189,2016-02-09 19:10:00,690,10,22.533333333333296,45.0266666666667,22.066666666666695,39.79,22.39,41.93,19.323333333333295,40.59,19.5,49.2961111111111,3.59,92.3,20.066666666666695,41.2666666666667,23.198333333333295,43.7761111111111,19.066666666666695,42.9666666666667,3.8333333333333295,736.216666666667,93.0,4.16666666666667,40.0,2.75,0.726195122115314,0.726195122115314,5.777182874316741,True,175.69444444444446,138.85676467303094,3.703856681139029
4283,2016-02-10 10:50:00,150,10,20.79,42.23,20.1,40.2,21.6,40.9,19.79,40.23,19.0,49.8683333333333,5.56,93.0,19.5277777777778,39.41,21.6277777777778,46.3605555555556,19.0,41.9666666666667,5.133333333333329,741.116666666667,90.3333333333333,5.16666666666667,40.0,3.6,39.41620144760236,39.41620144760236,0.5101692040804295,True,72.77777777777777,15.49395358870484,4.98402307584796
4284,2016-02-10 11:00:00,150,0,20.79,42.23,20.1,40.2,21.6,40.9666666666667,19.79,40.29,18.9572222222222,49.8144444444444,5.8333333333333295,93.0,19.561111111111096,39.23,21.6222222222222,46.345,19.0,41.8266666666667,5.3,741.2,90.0,5.0,40.0,3.7,49.81809023302048,49.81809023302048,0.5101692040804295,True,73.88888888888889,17.963621733663842,4.236958016571838
4294,2016-02-10 12:40:00,140,0,20.7,42.1966666666667,19.963333333333296,39.933333333333294,21.26,40.76333333333329,19.4266666666667,40.86,18.9022222222222,49.545,6.15666666666667,93.3,19.39,37.9388888888889,21.6888888888889,44.2166666666667,19.2,44.26,5.03333333333333,741.866666666667,91.3333333333333,6.0,32.0,3.7333333333333294,34.96047802036628,34.96047802036628,0.41263191389086823,True,76.80555555555556,20.267672788217524,3.117992139738022
4328,2016-02-10 18:20:00,360,20,20.5,42.79,20.1,40.5666666666667,20.79,41.09,19.0,41.93,18.8122222222222,48.8266666666667,5.56,93.4,20.0,38.643333333333295,23.0,45.6444444444444,19.0,42.295,4.93333333333333,744.9,92.3333333333333,3.6666666666666705,47.66666666666669,3.8,27.885660459287465,27.885660459287465,2.558452298061217,True,89.58333333333333,39.376746551917456,6.867420250429468
4329,2016-02-10 18:30:00,530,20,20.5,42.79,20.1,40.76,20.79,41.1633333333333,19.0,42.1566666666667,18.79,48.845,5.5,93.4,20.0,38.91,23.0055555555556,46.3111111111111,19.0,42.2,4.85,745.0,93.0,3.5,51.5,3.8,44.699575973208994,44.699575973208994,4.216586231283759,True,95.97222222222223,65.08195747945992,6.6689416635134
4330,2016-02-10 18:40:00,620,20,20.533333333333296,44.5666666666667,20.2,41.03,20.79,41.2,19.0,42.363333333333294,18.79,48.9277777777778,5.35,93.245,20.061111111111096,38.9555555555556,23.088888888888896,47.0611111111111,19.0,42.1633333333333,4.76666666666667,745.1,93.6666666666667,3.3333333333333295,55.33333333333329,3.8,3.4865099587477744,3.4865099587477744,5.094421842989812,True,103.75,89.57548551715284,5.763295582708766
4415,2016-02-11 08:50:00,410,0,19.89,43.06,19.29,41.1633333333333,20.73,41.56,18.7,42.3266666666667,18.79,60.8327777777778,0.766666666666667,90.8,19.89,41.0922222222222,21.78,49.1722222222222,18.79,44.933333333333294,2.3,749.1333333333331,97.1666666666667,3.0,62.66666666666669,1.91666666666667,29.209366138093174,29.209366138093174,3.0461387490090237,True,67.08333333333333,49.80065896956275,6.885785725772245
4427,2016-02-11 10:50:00,300,0,19.89,42.863333333333294,19.29,41.1633333333333,20.5,41.0,18.7,41.73,18.7,58.2711111111111,4.96666666666667,93.19,19.89,40.0772222222222,21.7,48.0094444444444,18.79,43.2,3.9166666666666705,749.483333333333,94.3333333333333,4.0,64.0,3.06666666666667,34.133233316242695,34.133233316242695,1.973228556923849,True,62.361111111111114,52.393232966860815,4.5356790454064475
4428,2016-02-11 11:00:00,440,0,19.89,42.79,19.29,41.03,20.4266666666667,40.86,18.7,41.6633333333333,18.7,57.9294444444444,5.39666666666667,93.3333333333333,19.89,39.9388888888889,21.7,47.7905555555556,18.79,43.1266666666667,4.0,749.5,94.0,4.0,64.0,3.1,44.83101856894791,44.83101856894791,3.3387506195777075,True,67.5,68.74631872346362,5.418471954817023
4469,2016-02-11 17:50:00,380,0,21.89,41.645,21.7,40.06,20.79,42.2,19.7,42.6266666666667,19.8177777777778,46.4044444444444,5.06,92.56,19.5,36.645,23.378888888888895,43.0783333333333,18.6,41.863333333333294,3.7666666666666706,748.6,94.5,1.8333333333333297,44.16666666666669,2.9833333333333294,37.44522035121918,37.44522035121918,2.7535268784403395,True,106.25,77.81229672183326,3.5180814798284805
4473,2016-02-11 18:30:00,690,10,22.066666666666695,41.7,21.79,39.9,21.1,42.23,19.823333333333295,43.89,20.1883333333333,45.6016666666667,4.5,92.4,19.6,37.0116666666667,23.39,44.70833333333329,18.6,41.6633333333333,3.75,748.65,95.0,2.5,40.0,3.05,21.407655859366056,21.407655859366056,5.777182874316741,True,127.5,112.45969544059511,5.001791955742321
4475,2016-02-11 18:50:00,750,30,22.43,43.0,21.9266666666667,40.1333333333333,21.23,42.59666666666671,19.89,43.73,20.4627777777778,46.198333333333295,4.5,92.59,19.745,37.3761111111111,23.4144444444444,45.7427777777778,18.6,41.56,3.9166666666666705,748.6833333333329,95.0,2.8333333333333295,40.0,3.2166666666666694,32.473304797895246,32.473304797895246,6.362406615454108,True,140.41666666666666,134.27360652209563,4.539859687413865
4562,2016-02-12 09:20:00,330,0,20.5,40.9666666666667,19.7,39.76,20.7,40.863333333333294,19.2,39.433333333333294,18.5,52.765,3.0,92.19,19.4572222222222,37.0811111111111,21.6888888888889,46.0088888888889,18.7,43.5266666666667,2.8,744.366666666667,89.3333333333333,4.0,31.3333333333333,1.23333333333333,38.198660116177045,38.198660116177045,2.2658404274925332,True,63.888888888888886,38.91324969165178,6.838573319364818
4563,2016-02-12 09:30:00,260,0,20.5,40.9,19.6333333333333,39.6266666666667,20.6333333333333,40.6566666666667,19.1,39.4,18.5,52.5933333333333,3.09,92.3,19.39,36.845,21.6277777777778,45.793333333333294,18.7,43.2666666666667,2.85,744.2999999999998,88.5,4.0,33.5,1.15,20.273710612673312,20.273710612673312,1.583079396165604,True,65.83333333333333,44.807884115110035,4.333314783796947
4576,2016-02-12 11:40:00,650,10,20.29,39.6266666666667,19.6,38.6333333333333,20.5,40.2,19.1,38.59,18.4388888888889,50.9277777777778,4.8333333333333295,92.8,19.2,34.7933333333333,21.39,41.4611111111111,18.6,39.963333333333296,4.5,743.2,76.3333333333333,5.3333333333333295,40.0,0.633333333333333,49.427255929913365,49.427255929913365,5.387033713558496,True,71.38888888888889,81.0895098468269,7.135461938345316
4577,2016-02-12 11:50:00,680,0,20.29,39.33333333333329,19.6,38.36,20.533333333333296,40.3266666666667,19.1,38.59,18.4877777777778,50.8816666666667,4.96666666666667,92.6,19.2,34.645,21.4816666666667,41.5144444444444,18.5,39.9,4.65,743.1,75.6666666666667,5.16666666666667,40.0,0.666666666666667,9.19344127178192,9.19344127178192,5.679645584127179,True,80.0,108.238130793849,5.543332978862723
4706,2016-02-13 09:20:00,130,0,20.025,39.695,18.1,40.9666666666667,20.79,39.678,18.6,39.723333333333294,18.6,55.4405555555556,2.43333333333333,88.03,18.945,34.78,21.7,45.3572222222222,18.6,43.1566666666667,1.7,737.1333333333331,89.3333333333333,2.3333333333333295,21.666666666666696,0.1,22.965251887217164,22.965251887217164,0.3150946237013069,True,54.583333333333336,16.945438540322137,4.450558566968369
4707,2016-02-13 09:30:00,340,0,20.066666666666695,39.863333333333294,18.1,41.1566666666667,20.79,39.6633333333333,18.6,39.933333333333294,18.5944444444444,55.9577777777778,2.56,88.03,18.9144444444444,34.7094444444444,21.7,45.3694444444444,18.5,43.045,1.9,736.95,88.5,2.5,22.5,0.15,11.016720405314116,11.016720405314116,2.3633777176820945,True,58.19444444444444,37.579076770917425,7.499001566042884
4708,2016-02-13 09:40:00,230,0,20.033333333333296,39.79,18.1,41.23,20.79,39.6333333333333,18.6,39.7266666666667,18.561111111111096,55.3433333333333,2.76666666666667,88.06,18.89,34.2466666666667,21.683333333333305,45.0427777777778,18.5,42.723333333333294,2.1,736.766666666667,87.6666666666667,2.66666666666667,23.3333333333333,0.2,28.31977088935673,28.31977088935673,1.29046752559692,True,60.27777777777778,42.624208628304714,3.9818269402312785
4717,2016-02-13 11:10:00,320,0,19.89,38.0,18.1,39.6266666666667,20.5,38.433333333333294,18.5,38.43,18.6,49.3227777777778,3.9333333333333296,85.5333333333333,18.65,33.145,21.4205555555556,42.728888888888896,18.323333333333295,39.3266666666667,2.9833333333333294,735.5499999999998,85.1666666666667,4.16666666666667,32.5,0.766666666666667,46.4308536844328,46.4308536844328,2.1683031373029715,True,64.02777777777777,52.451445615013675,4.8801747829987905
4718,2016-02-13 11:20:00,390,10,19.89,38.1566666666667,18.1333333333333,39.6633333333333,20.4266666666667,38.39,18.5,38.53,18.6,48.7755555555556,4.12666666666667,86.2,18.6277777777778,33.2066666666667,21.3961111111111,42.8688888888889,18.29,39.09,2.9666666666666694,735.4,86.3333333333333,4.3333333333333295,39.0,0.933333333333333,31.90692320931703,31.90692320931703,2.8510641686299008,True,68.61111111111111,65.0093288117232,4.943734918717274
4719,2016-02-13 11:30:00,300,0,19.89,38.363333333333294,18.2,39.863333333333294,20.566666666666695,38.863333333333294,18.5,38.6633333333333,18.6,48.33333333333329,4.3333333333333295,86.2266666666667,18.616666666666696,33.26,21.39,43.033888888888896,18.29,38.963333333333296,2.95,735.25,87.5,4.5,45.5,1.1,25.710795156192034,25.710795156192034,1.973228556923849,True,71.94444444444444,70.4840185439893,3.2355640365939884
4720,2016-02-13 11:40:00,310,0,19.89,38.73,18.26,40.2,20.86,39.59666666666671,18.5,38.9,18.6,48.0555555555556,4.3333333333333295,86.09999999999998,18.6611111111111,33.7611111111111,21.39,43.2027777777778,18.29,38.863333333333294,2.93333333333333,735.1,88.6666666666667,4.66666666666667,52.0,1.26666666666667,8.588453312404452,8.588453312404452,2.0707658471134103,True,75.41666666666667,75.84152305774317,3.0930725528115977
4761,2016-02-13 18:30:00,410,20,21.39,39.09,20.2,39.29,21.066666666666695,39.43,19.6,39.2,18.235,50.9777777777778,4.263333333333329,91.0,18.9572222222222,35.6877777777778,22.6,41.6022222222222,18.033333333333296,38.53,3.5,730.95,96.0,5.0,54.5,2.9,39.9142507230863,39.9142507230863,3.0461387490090237,True,113.33333333333333,85.43179472126073,3.4725557110745986
4762,2016-02-13 18:40:00,550,20,21.39,39.1266666666667,20.2,39.29,21.1333333333333,39.5,19.6,39.29,18.26,50.9666666666667,4.263333333333329,91.1266666666667,19.0166666666667,35.7811111111111,22.6388888888889,41.55611111111111,18.0,38.5,3.5,730.966666666667,96.0,5.0,58.0,2.9,4.706660856027156,4.706660856027156,4.411660811662882,True,120.27777777777777,99.39212741548059,4.323503615390889
4763,2016-02-13 18:50:00,500,20,21.463333333333296,39.26,20.2,39.363333333333294,21.2,39.5225,19.6,39.43,18.255,50.94388888888889,4.19,91.14,19.1,35.8633333333333,22.65,41.7127777777778,18.0,38.5,3.5,730.983333333333,96.0,5.0,61.5,2.9,47.86661663092673,47.86661663092673,3.9239743607150754,True,126.38888888888889,108.72248631140575,3.436373870636149
4764,2016-02-13 19:00:00,550,10,21.5,40.745,20.2,39.463333333333296,21.26,39.723333333333294,19.6,39.6566666666667,18.21,50.8816666666667,4.19,91.19,19.1111111111111,35.9,22.6,41.9688888888889,18.0,38.5,3.5,731.0,96.0,5.0,65.0,2.9,10.656372865196316,10.656372865196316,4.411660811662882,True,133.33333333333334,119.23464852319796,3.4945099585344197
4843,2016-02-14 08:10:00,140,0,20.2225,40.4725,18.463333333333296,41.76,21.1666666666667,40.56,18.6666666666667,40.89,17.89,51.5244444444444,2.7,92.09,19.1277777777778,38.7377777777778,21.0833333333333,46.1977777777778,18.2,45.19333333333329,2.41666666666667,735.466666666667,97.0,1.0,37.5,2.0,42.89502881001681,42.89502881001681,0.41263191389086823,True,57.361111111111114,16.52936401693295,4.999520175381961
4848,2016-02-14 09:00:00,430,30,20.2,40.9,18.39,41.4666666666667,21.066666666666695,40.09,18.7933333333333,40.7666666666667,17.9022222222222,50.53,3.0,92.2266666666667,19.0,37.69388888888889,20.89,44.5366666666667,18.2,43.53,2.5,735.7999999999998,97.0,1.0,35.0,2.0,12.289466650690883,12.289466650690883,3.241213329388146,True,61.94444444444444,46.98333204262708,7.833747406880929
4860,2016-02-14 11:00:00,320,20,20.1333333333333,40.7,18.39,41.56,20.79,39.5,20.5,39.433333333333294,17.8288888888889,49.535,3.6333333333333298,92.59,19.0,36.808333333333294,20.73,43.7761111111111,18.1,41.1633333333333,2.7,736.9,95.0,3.0,42.0,1.9,14.360416692215948,14.360416692215948,2.1683031373029715,True,69.58333333333333,56.42987671362912,4.437661062728944
4861,2016-02-14 11:10:00,400,20,20.1,40.6633333333333,18.39,41.5,20.73,39.5,20.463333333333296,39.29,17.8288888888889,49.4988888888889,3.6633333333333296,92.56,19.0277777777778,36.9972222222222,20.745,43.8877777777778,18.1,41.03,2.75,737.0,95.0,2.8333333333333295,43.16666666666669,1.9666666666666697,26.698981586378068,26.698981586378068,2.948601458819462,True,74.16666666666667,68.56168190288216,4.752411613747709
4907,2016-02-14 18:50:00,400,20,20.9266666666667,40.9,19.2,40.45,20.7,41.433333333333294,19.29,40.3266666666667,18.2,69.6661111111111,3.03,91.3966666666667,19.205,35.58,22.2,42.9822222222222,17.7,38.4,2.9833333333333294,742.35,91.3333333333333,3.16666666666667,28.8333333333333,1.73333333333333,36.86362211592496,36.86362211592496,2.948601458819462,True,120.55555555555556,81.65349132007336,3.4223208331539765
4908,2016-02-14 19:00:00,400,10,20.89,40.9933333333333,19.1,40.53,20.6333333333333,41.5266666666667,19.29,39.83333333333329,18.15,69.7316666666667,2.9,91.0,19.28,35.535,22.2,42.7672222222222,17.7,38.4,3.0,742.5,91.0,3.0,22.0,1.7,37.251557421404875,37.251557421404875,2.948601458819462,True,125.41666666666667,87.59602376981246,3.1346552219640915
4990,2016-02-15 08:40:00,320,10,19.39,40.33333333333329,17.9633333333333,40.56,20.05,39.85,18.3566666666667,38.26,17.8066666666667,56.1883333333333,1.1,82.76,19.0,35.1772222222222,20.8122222222222,42.0727777777778,17.89,42.79,1.43333333333333,756.0666666666668,80.3333333333333,4.66666666666667,40.0,-1.63333333333333,21.589175378903743,21.589175378903743,2.1683031373029715,True,68.33333333333333,41.858245018827894,6.012355906308702
4991,2016-02-15 08:50:00,310,10,19.39,40.26,17.89,40.3,20.0,39.723333333333294,18.29,38.0666666666667,17.7955555555556,55.66,1.13333333333333,82.42333333333329,18.908333333333296,34.8233333333333,20.79,41.5822222222222,17.89,42.6,1.46666666666667,756.283333333333,80.6666666666667,4.3333333333333295,40.0,-1.56666666666667,38.85486831422895,38.85486831422895,2.0707658471134103,True,70.97222222222223,50.29937759596397,4.7521020975209325
4999,2016-02-15 10:10:00,270,10,19.4475,43.97,18.1666666666667,39.6333333333333,19.89,39.4,18.533333333333296,37.4,17.7,53.6177777777778,2.4666666666666694,77.3666666666667,18.79,33.0294444444444,20.566666666666695,39.2144444444444,17.89,39.7,2.88333333333333,757.483333333333,75.8333333333333,6.0,40.0,-1.03333333333333,14.864857064094394,14.864857064094394,1.6806166863551653,True,66.52777777777777,51.18757888015204,3.9750311828309286
5000,2016-02-15 10:20:00,740,20,19.5,42.1333333333333,18.26,39.1966666666667,19.89,39.19333333333329,18.6,37.3266666666667,17.7,53.45,2.62666666666667,76.0666666666667,18.79,32.8311111111111,20.538888888888895,39.0294444444444,17.89,39.7,3.06666666666667,757.6666666666669,74.6666666666667,6.0,40.0,-1.06666666666667,1.7749762744642794,1.7749762744642794,6.264869325264547,True,75.41666666666667,94.40603794249543,7.039627420209543
5001,2016-02-15 10:30:00,590,10,19.5,40.7333333333333,18.26,38.05666666666671,19.9266666666667,38.56,18.7,37.363333333333294,17.7,53.293333333333294,2.76,75.59333333333329,18.79,32.5677777777778,20.5277777777778,38.915,17.89,39.4,3.25,757.85,73.5,6.0,40.0,-1.1,17.7851824904792,17.7851824904792,4.801809972421127,True,82.22222222222223,112.18975653351066,4.526061856869316
5014,2016-02-15 12:40:00,530,10,20.1666666666667,39.1566666666667,19.26,37.9666666666667,20.865,37.8725,19.2,36.79,17.6,51.4,5.35,56.55,19.79,30.445,21.1,36.7,18.0,39.0,5.0,759.6,62.33333333333329,7.0,40.0,-1.63333333333333,8.864324307069182,8.864324307069182,4.216586231283759,True,104.16666666666667,132.72602300641145,3.208363542338363
5133,2016-02-16 08:30:00,520,0,19.79,37.6633333333333,17.5,39.26,20.39,38.4,19.1,36.03,18.1,44.095,-3.8633333333333297,82.5,18.39,30.566666666666695,20.5,39.963333333333296,17.79,40.0,-2.5,771.9,92.0,1.0,46.0,-3.6,19.917998963501304,19.917998963501304,4.1190489410941975,True,65.69444444444444,72.24423343406478,6.288468075035872
5134,2016-02-16 08:40:00,690,0,19.79,37.7966666666667,17.5,39.1266666666667,20.29,38.39,19.0,35.6633333333333,18.1,43.5266666666667,-3.79,82.2933333333333,18.323333333333295,30.36,20.463333333333296,39.6,17.79,39.6333333333333,-2.16666666666667,772.0,92.0,1.0,51.0,-3.2666666666666706,48.82593636866658,48.82593636866658,5.777182874316741,True,73.88888888888889,103.07327566587965,5.977408859191446
5135,2016-02-16 08:50:00,420,0,19.7,38.0,17.5,39.1566666666667,20.43,38.863333333333294,18.9266666666667,35.53,18.1,43.19333333333329,-3.76,82.26,18.29,30.226666666666695,20.39,39.3266666666667,17.79,39.3,-1.8333333333333297,772.1,92.0,1.0,56.0,-2.93333333333333,20.98729592980817,20.98729592980817,3.143676039198585,True,78.47222222222223,110.84387856219385,3.0811604773117764
5285,2016-02-17 09:50:00,20,0,19.76,33.9,17.5333333333333,34.76,19.956,35.79,19.29,32.76,18.2257142857143,46.6528571428571,-3.2816666666666694,82.6983333333333,18.5,28.9,20.29,35.2933333333333,17.8233333333333,34.5,-1.15,762.216666666667,84.0,1.33333333333333,64.8333333333333,-3.5833333333333295,32.27354052942246,32.27354052942246,-0.7578155683838674,True,57.5,12.41875002214754,-3.0196275738800344
5286,2016-02-17 10:00:00,100,0,19.7,33.8266666666667,17.6666666666667,34.7,19.9214285714286,35.79,19.29,32.8266666666667,18.2,46.1242857142857,-2.83,83.1266666666667,18.4266666666667,28.566666666666695,20.29,35.7666666666667,17.53,33.4,-0.8,762.1,83.0,1.0,65.0,-3.4,11.670641344971955,11.670641344971955,0.022482753132623014,True,57.638888888888886,12.836244411000559,3.300117211449167
5288,2016-02-17 10:20:00,100,0,19.7,33.8175,17.9975,34.32,19.89,35.9285714285714,19.39,32.9633333333333,18.2,45.2828571428571,-1.8333333333333297,83.62333333333329,18.39,28.033333333333296,20.2,35.8266666666667,17.5,34.6333333333333,-0.233333333333333,761.866666666667,80.6666666666667,1.0,50.33333333333329,-3.2333333333333294,30.935433763079345,30.935433763079345,0.022482753132623014,True,57.77777777777778,13.658018562310806,3.091387087343263
5296,2016-02-17 11:40:00,120,0,20.0,38.6,19.033333333333296,35.6266666666667,20.1,36.6685714285714,19.6,33.5,18.0,45.515,0.44,84.816,18.5,27.0,20.2,34.5666666666667,17.79,35.634,1.63333333333333,760.866666666667,73.3333333333333,1.66666666666667,22.3333333333333,-2.63333333333333,39.759916462935514,39.759916462935514,0.21755733351174564,True,60.27777777777778,16.0958591667556,3.7104090936364895
5341,2016-02-17 19:10:00,180,10,20.963333333333296,33.73,19.566666666666695,34.3266666666667,20.29,34.9,19.0,34.5,17.6,43.0257142857143,0.766666666666667,70.3933333333333,19.23,27.1,22.0,35.6566666666667,18.0,39.06,0.43333333333333296,756.283333333333,89.3333333333333,1.8333333333333297,61.83333333333329,-1.11666666666667,32.47910973150283,32.47910973150283,0.8027810746491134,True,71.38888888888889,24.91142367938577,4.359891771299563
5423,2016-02-18 08:50:00,170,0,19.5,35.7,17.5,36.7,19.7,37.054,18.5,34.6,17.79,44.196,0.9111111111111108,75.3422222222222,17.89,28.4266666666667,20.39,37.06,17.7,37.79,0.45,755.033333333333,81.3333333333333,4.0,28.3333333333333,-2.4,33.86647357838228,33.86647357838228,0.7052437844595522,True,56.25,22.103310567154477,5.146287912591362
5424,2016-02-18 09:00:00,270,0,19.5,35.9,17.5,36.6266666666667,19.7,36.9142857142857,18.4266666666667,34.2666666666667,17.79,44.3528571428571,0.966666666666667,74.7666666666667,17.89,28.3566666666667,20.39,36.86,17.7,37.73,0.5,755.1,81.0,4.0,21.0,-2.4,49.81310481671244,49.81310481671244,1.6806166863551653,True,58.19444444444444,32.42874697969132,6.5314134921154965
5428,2016-02-18 09:40:00,260,20,19.5,35.7,17.7,36.23,19.6,36.6371428571429,18.29,34.5666666666667,17.7,44.2,1.76666666666667,72.7666666666667,17.79,28.1666666666667,20.29,36.1633333333333,17.7,37.0666666666667,0.9,755.1666666666669,79.6666666666667,4.0,21.666666666666696,-2.2,37.562351615633816,37.562351615633816,1.583079396165604,True,60.0,39.681833215261804,5.040089728593465
5436,2016-02-18 11:00:00,540,20,19.7,35.43,18.29,36.03,19.6571428571429,36.2514285714286,18.8,36.1566666666667,17.54,43.754,3.6,65.0933333333333,17.79,28.033333333333296,20.066666666666695,36.33333333333329,17.79,38.36,2.0,755.5,74.0,4.0,21.0,-2.2,4.914168629329652,4.914168629329652,4.314123521473321,True,69.86111111111111,69.9394719308004,6.72208233648167
5437,2016-02-18 11:10:00,510,20,19.7,36.16,18.4266666666667,35.9333333333333,19.7,36.312,19.26,36.23,17.5428571428571,43.8685714285714,3.9333333333333296,63.55666666666671,17.79,28.0,20.0,36.2,17.79,38.1333333333333,2.11666666666667,755.533333333333,73.5,4.0,21.166666666666696,-2.16666666666667,6.655708292964846,6.655708292964846,4.021511650904636,True,76.38888888888889,86.97264513377091,4.985603351998578
5482,2016-02-18 18:40:00,440,0,20.1,34.9,18.7,35.5,19.79,35.7,18.39,34.9666666666667,17.2,42.7771428571429,3.26,69.5,17.5,29.26,20.1285714285714,37.2514285714286,17.4214285714286,35.1214285714286,2.2666666666666706,756.733333333333,87.3333333333333,2.66666666666667,22.666666666666696,0.333333333333333,12.352579564321786,12.352579564321786,3.3387506195777075,True,101.94444444444444,99.48655353814486,3.3980024790580288
5567,2016-02-19 08:50:00,200,0,19.7,36.09,17.6666666666667,36.83333333333329,19.8614285714286,37.397142857142896,18.2,35.3633333333333,16.9985714285714,43.8114285714286,-1.26,84.5266666666667,17.1,30.4,19.31,39.398,17.39,37.754,-0.116666666666666,760.25,94.3333333333333,2.8333333333333295,62.66666666666669,-0.883333333333333,31.515113136265423,31.515113136265423,0.997855655028236,True,51.388888888888886,24.854821027829203,5.979166413820308
5568,2016-02-19 09:00:00,340,0,19.6666666666667,36.86,17.6,36.7,19.79,36.95,18.2,35.23,17.12,42.8,-1.2,84.3333333333333,17.1,30.39,19.29,39.29,17.39,37.6242857142857,0.1,760.2999999999998,94.0,3.0,63.0,-0.7,24.843331740703437,24.843331740703437,2.3633777176820945,True,55.0,42.026148801650876,6.78149219299401
5577,2016-02-19 10:30:00,700,0,19.6,36.863333333333294,18.463333333333296,36.4666666666667,19.7,36.834,18.39,35.0,17.5,39.9557142857143,1.26,86.73,17.2,30.29,19.15,38.2675,17.412,36.218,2.85,760.85,87.5,2.5,22.0,0.95,45.93073797877878,45.93073797877878,5.874720164506302,True,65.97222222222223,88.40782137061812,7.171625405402125
5578,2016-02-19 10:40:00,580,0,19.6,37.1,18.5,35.9666666666667,19.765714285714296,37.3,18.4266666666667,35.03,17.5,39.845,1.89,87.09,17.2,30.323333333333295,19.14,38.178,17.5,36.3685714285714,3.06666666666667,760.9,87.3333333333333,2.66666666666667,22.3333333333333,1.13333333333333,0.9875850519165396,0.9875850519165396,4.704272682231566,True,73.47222222222223,107.10215897433584,4.729389049002771
5587,2016-02-19 12:10:00,610,0,19.893333333333295,41.9666666666667,18.79,37.363333333333294,21.5,37.13,18.566666666666695,35.59,17.39,43.332,3.69333333333333,88.65999999999998,17.6333333333333,31.23,19.236,39.2,17.7,40.6942857142857,5.11666666666667,761.1666666666669,84.0,4.0,29.0,2.55,13.890544511377811,13.890544511377811,4.996884552800251,True,113.47222222222223,148.14495872284027,3.351634656071665
5588,2016-02-19 12:20:00,610,0,20.1,44.2333333333333,18.823333333333295,39.2333333333333,21.5285714285714,37.6214285714286,18.6333333333333,35.73,17.39,44.1714285714286,4.02666666666667,88.8666666666667,17.8266666666667,31.29,19.434,39.2,17.7,40.94,5.3333333333333295,761.1333333333331,83.0,4.0,29.0,2.6,26.838970079552382,26.838970079552382,4.996884552800251,True,121.25,159.06361115719102,3.072670087421842
5711,2016-02-20 08:50:00,80,0,18.89,39.53,17.39,41.5666666666667,20.58,38.29,17.5333333333333,39.5,16.9528571428571,46.0,7.656666666666669,92.8666666666667,17.7,35.145,19.29,47.6266666666667,17.6666666666667,43.26,7.541666666666669,754.25,96.8333333333333,6.16666666666667,63.0,7.11666666666667,19.803941331338137,19.803941331338137,-0.1725918272464996,True,42.77777777777778,11.654923667546237,3.193690776874799
5719,2016-02-20 10:10:00,270,0,19.566666666666695,41.53,18.23,43.09,20.452857142857095,38.704285714285696,17.5,40.8266666666667,18.0828571428571,73.7185714285714,8.56666666666667,93.2266666666667,17.6,37.56,19.29,48.7966666666667,17.7,43.53,8.43333333333333,754.35,96.1666666666667,6.0,53.33333333333329,7.883333333333329,28.609152545686808,28.609152545686808,1.6806166863551653,True,46.80555555555556,28.964591734302488,7.705768701725473
5720,2016-02-20 10:20:00,150,0,19.6333333333333,41.53,18.3566666666667,43.03,20.52,38.79,17.5,40.9666666666667,18.696,83.51399999999998,8.72666666666667,93.4,17.6,37.8266666666667,19.323333333333295,49.19333333333329,17.7,43.53,8.56666666666667,754.4,95.3333333333333,6.0,50.66666666666669,7.866666666666669,20.206772454548627,20.206772454548627,0.5101692040804295,True,48.19444444444444,31.413928412067232,3.2407776009462204
5721,2016-02-20 10:30:00,360,0,19.76,41.59,18.533333333333296,42.9666666666667,20.5571428571429,38.8214285714286,17.5,41.23,18.3242857142857,80.3942857142857,8.949999999999998,93.4,17.6,37.9666666666667,19.39,49.4666666666667,17.7,43.89,8.699999999999998,754.45,94.5,6.0,48.0,7.849999999999999,36.42531888326629,36.42531888326629,2.558452298061217,True,52.638888888888886,48.323821307821035,6.36044714165363
5722,2016-02-20 10:40:00,540,0,19.96,41.8266666666667,18.6666666666667,42.9,20.6,38.9,17.5,41.3725,18.06,76.35599999999998,9.06666666666667,93.46666666666668,17.6,38.1266666666667,19.39,49.363333333333294,17.7,43.963333333333296,8.83333333333333,754.5,93.6666666666667,6.0,45.33333333333329,7.8333333333333295,30.756994790863246,30.756994790863246,4.314123521473321,True,59.583333333333336,75.02933698527944,6.40305093940685
